True Value,No.,Si,Ti,Al,Cr,Fe,Ca,Mg,Mn,Na,H2O (ppm)*
,2199,8.818181818,0.762711864,2.071428571,1.833333333,6.652173913,6.204081633,4.12195122,3,1.226993865,16.17005631
,2200,8.909090909,0.677966102,2.095238095,1.333333333,8.347826087,4.081632653,5.634146341,4,0.981595092,27.40410842
,2201,8.818181818,0.338983051,1.761904762,2,6.304347826,5.530612245,5.853658537,2.5,1.042944785,18.38282416
,2202,9.151515152,0.677966102,1.714285714,0.833333333,6.782608696,5.897959184,4.780487805,3,0.674846626,23.14878566
,2203,8.818181818,0.762711864,2.023809524,2,7.47826087,5.530612245,4.487804878,2.5,1.226993865,31.82964412
,2204,8.848484848,1.186440678,2.380952381,2.166666667,6.913043478,4.857142857,4.756097561,2.5,0.920245399,26.04240514
,2205,8.666666667,0.338983051,1.5,0.833333333,6.47826087,5.795918367,6.195121951,3.5,0.981595092,42.7232704
,2206,8.454545455,0.93220339,1.785714286,0,7.434782609,5.612244898,5.609756098,5,1.104294479,36.76581852
,2207,8.121212121,0.93220339,1.761904762,0.166666667,7.434782609,6.081632653,5.536585366,5,0.920245399,24.51048894
,2208,8.787878788,0.169491525,1.428571429,2.333333333,5.608695652,6.12244898,5.902439024,2.5,1.472392638,41.1913542
,2209,8.333333333,0.847457627,1.976190476,0.166666667,6.304347826,6.448979592,5.146341463,2.5,1.533742331,20.25516618
,2210,8.242424242,1.016949153,1.928571429,0,8.130434783,5.285714286,5.634146341,4,1.288343558,35.91475398
,2211,7.96969697,1.016949153,2.261904762,0.666666667,7.652173913,5.795918367,5,5,1.533742331,41.87220584
,2212,8.242424242,0.847457627,1.880952381,0.5,7.608695652,5.755102041,5.463414634,4,1.165644172,31.31900538
,2213,8.272727273,1.101694915,2.047619048,0,6.782608696,6.530612245,4.634146341,3.5,1.779141104,36.08496688
,2214,8.272727273,0.169491525,2.023809524,0.666666667,4.869565217,6.408163265,6.390243902,2.5,0.858895706,28.76581172
,2215,8,0.93220339,2.357142857,0.666666667,7.086956522,5.959183673,5.12195122,3,1.349693252,20.25516618
,2216,8.272727273,1.186440678,2.30952381,0.5,7.391304348,5.795918367,4.658536585,4,1.288343558,32.68070866
,2217,8.121212121,1.016949153,2.214285714,0.5,7.565217391,5.612244898,5.365853659,2.5,1.411042945,61.95732932
,2218,8.242424242,1.016949153,2.047619048,0.166666667,6.782608696,6.142857143,5.219512195,2.5,1.165644172,25.87219224
,2219,7.939393939,1.271186441,2.19047619,0.833333333,8.173913043,5.183673469,5.56097561,3.5,1.226993865,42.38284458
,2220,7.878787879,0.593220339,2.642857143,1.5,3.913043478,6.020408163,6.609756098,2,1.349693252,49.70199974
,2221,7.939393939,0.508474576,2.380952381,0.333333333,9.652173913,1.87755102,9,3.5,0.981595092,24.85091476
,2222,7.939393939,0.93220339,2.476190476,0.333333333,7.260869565,6.387755102,4.43902439,4,1.349693252,25.3615535
,2223,7.848484848,1.440677966,2.261904762,0.333333333,7.956521739,5.510204082,5.365853659,3.5,1.288343558,28.08496008
,2224,8.060606061,1.101694915,2.214285714,0.666666667,8,4.959183673,5.87804878,3,1.349693252,31.31900538
,2225,8.242424242,1.101694915,2,0.166666667,7.47826087,6.020408163,4.87804878,4,1.349693252,24.17006312
,2226,8.151515152,1.101694915,1.833333333,0,8.086956522,5.775510204,5.219512195,3.5,1.533742331,30.46794082
,2227,8.333333333,1.101694915,2.047619048,0.166666667,6.869565217,6.265306122,4.804878049,3.5,1.349693252,26.55304388
,2228,8.878787879,0.338983051,2,1.333333333,3.739130435,6.448979592,5.804878049,2.5,1.165644172,28.08496008
,2229,9.636363636,0.338983051,1.642857143,1.666666667,7.739130435,4.734693878,4.756097561,4,1.288343558,22.1275082
,2230,8.939393939,0.508474576,2.238095238,1.166666667,6.739130435,5.224489796,5.073170732,2.5,0.981595092,26.38283096
,2231,9.393939394,0.423728814,1.904761905,1,3.130434783,5.510204082,6.853658537,2.5,0.36809816,16.85090796
,2232,9.424242424,0.593220339,1.619047619,1.666666667,7.782608696,4.163265306,5.804878049,3,0.736196319,13.27643683
,2233,9.181818182,0.423728814,1.761904762,2.166666667,5.913043478,4.306122449,6.902439024,2.5,0.797546012,16.34026923
,2234,8.515151515,1.101694915,2.904761905,2.333333333,6.913043478,5.285714286,3.731707317,3.5,1.901840491,20.595592
,2235,9.060606061,0.338983051,2.095238095,1.666666667,3.130434783,6.102040816,6.195121951,1.5,0.797546012,34.21262486
,2236,9.333333333,0.254237288,1.476190476,3,4,5.469387755,6.658536585,1.5,1.042944785,31.99985702
,2237,9.757575758,0.084745763,1.476190476,1.833333333,4.565217391,5.693877551,5.682926829,3,1.104294479,17.02112087
,2238,9.545454545,0.084745763,1.476190476,3.166666667,4.652173913,5.346938776,6.073170732,2.5,0.981595092,20.08495326
,2239,8.878787879,1.016949153,1.642857143,1,7.695652174,5.775510204,4.56097561,3.5,1.104294479,30.127515
,2240,8.96969697,0.338983051,1.69047619,2.666666667,8.913043478,3.326530612,6.585365854,4,0.981595092,35.74454106
,2241,9.090909091,0.423728814,1.80952381,2.833333333,4.739130435,6.12244898,5.12195122,3,1.411042945,20.7658049
,2242,9.333333333,0.169491525,1.619047619,2.666666667,3.434782609,5.06122449,7.317073171,2,1.226993865,23.99985022
,2243,9.181818182,0.169491525,1.619047619,4.166666667,3.304347826,5.346938776,6.975609756,1.5,1.104294479,20.595592
,2244,9.484848485,0.338983051,1.333333333,2,5.173913043,5.755102041,5.780487805,2.5,1.042944785,28.93602462
,2245,8.848484848,0.169491525,2.261904762,1.166666667,7.347826087,5.591836735,4.634146341,3,1.042944785,15.82963049
,2246,9.212121212,0.338983051,1.619047619,2.5,6.652173913,5.06122449,5.56097561,3.5,1.165644172,19.0636758
,2247,8.818181818,0.254237288,2.166666667,2.166666667,4.913043478,5.265306122,6.341463415,2.5,0.981595092,21.10623072
,2248,8.696969697,0.593220339,2.071428571,1.166666667,7.043478261,5.755102041,4.780487805,3.5,1.226993865,21.61686946
,2249,9.242424242,0.169491525,1.595238095,2.333333333,3.347826087,5.87755102,6.658536585,2,1.042944785,22.1275082
,2250,8.515151515,0.593220339,2.952380952,0.5,5.260869565,5.755102041,4.951219512,2,1.104294479,27.57432134
,2251,9.454545455,0.508474576,1.476190476,2.333333333,4.391304348,5.224489796,6.512195122,3,0.981595092,14.80835303
,2252,9.393939394,0.423728814,1.976190476,1.833333333,4.043478261,5.755102041,5.609756098,1.5,1.226993865,22.97857274
,2253,9.303030303,0.423728814,1.69047619,2,7.347826087,5.408163265,4.634146341,3.5,0.981595092,18.04239833
,2254,7.212121212,0.847457627,2.285714286,3.166666667,3.217391304,6.244897959,7.951219512,2.5,1.042944785,54.63817416
,2255,7.909090909,0.762711864,2,3.833333333,2.347826087,5.897959184,7.975609756,2.5,1.288343558,64.51052298
,2256,8.606060606,0.423728814,1.119047619,2.5,1.913043478,5.714285714,9.146341463,4,1.104294479,20.93601782
,2257,7.545454545,0.847457627,2.166666667,3.166666667,2.695652174,6,8.048780488,3,0.920245399,52.76583214
,2258,8.696969697,0.423728814,1.166666667,2.5,1.956521739,6.102040816,8.634146341,1,0.552147239,64.51052298
,2259,8.575757576,0.423728814,1.166666667,2.333333333,2.608695652,5.816326531,8.829268293,2,0.797546012,46.80838026
,2260,7.363636364,0.593220339,3.166666667,5.666666667,1.826086957,4.448979592,8.609756098,2.5,2.331288344,55.3190258
,2261,5.515151515,1.779661017,4.833333333,1.333333333,4.695652174,5.836734694,6.12195122,3.5,1.472392638,97.7020406
,2262,8.878787879,0.338983051,0.880952381,3.5,2.043478261,4.816326531,9.951219512,1.5,1.656441718,58.72328402
,2263,8.212121212,0.338983051,2.238095238,2.333333333,2.695652174,4.632653061,9,1.5,1.717791411,55.82966454
,2264,6.706876455,1.297130763,6.737660095,1.417493667,4.744763957,0.304842224,7.195588366,5.1577135,5.290010184,16.68069505
,2265,6.680548424,1.530391017,6.948667143,1.101665667,5.306779,0.537248163,6.211254927,5.0575565,5.687379509,69.78712322
,2266,6.473359848,1.621396271,7.098815095,0.986754667,6.188489261,0.183367918,6.147558732,5.3041905,6.023524785,49.36157392
,2267,6.772348788,1.750587966,7.061762119,0.873726167,6.175314043,0.465047755,5.346216634,5.0864395,6.16317638,30.80836664
,2268,6.474964818,1.419439746,7.398826262,0.140050833,7.084535478,0.610532653,4.980480878,2.450071,6.812527791,0
,2269,6.594470758,2.317082119,7.133033524,0.848896,6.913401739,1.436115224,3.391637,4.8980855,7.862575521,10.38281735
,2270,6.281206212,2.153270508,7.662920976,0.865133167,7.466576565,1.223402245,3.143218854,5.121617,7.533892515,0
,2271,6.054314606,3.146778898,7.80401181,0.849704833,7.873112087,2.198895755,1.105925732,4.926936,9.494699018,5.957281666
,2272,6.008916182,2.949999068,7.922727643,0.084423167,8.545303043,1.725748571,1.62408961,2.0469645,9.400228589,0
,2273,6.010091576,3.700421271,4.313209714,2.475367,3.277756696,6.540911776,5.419043878,1.7156095,1.306214479,0
,2274,6.635226182,2.773072712,3.52961981,3.191997667,2.455341304,6.417690796,6.47670661,1.4790665,1.327828957,0
,2275,7.930354364,1.366753729,2.322050071,4.416745667,1.184487391,6.619331551,7.112899854,0.801872,1.223642025,0
,2276,7.754608152,1.884894237,2.603204119,2.9249185,1.670040217,6.647889959,6.738929732,1.5591055,1.146374417,0
,2277,7.267854212,2.458131356,3.046558643,2.399107667,1.86936113,6.751551082,6.497636415,1.0225875,1.153228344,15.48920467
,2278,6.115156091,3.262712542,4.0068495,3.488143667,2.739549826,6.675096286,5.836084171,1.5056175,1.32385135,20.42537908
,2279,6.658106212,2.482816186,3.787997929,5.205151167,2.087519565,6.333099347,6.005893805,1.284246,1.517052454,2.72323636
,2280,6.010091576,3.700421271,4.313209714,2.475367,3.277756696,6.540911776,5.419043878,1.7156095,1.306214479,28.93602462
,2281,6.635226182,2.773072712,3.52961981,3.191997667,2.455341304,6.417690796,6.47670661,1.4790665,1.327828957,21.10623072
,2282,7.930354364,1.366753729,2.322050071,4.416745667,1.184487391,6.619331551,7.112899854,0.801872,1.223642025,15.82963049
,2283,7.754608152,1.884894237,2.603204119,2.9249185,1.670040217,6.647889959,6.738929732,1.5591055,1.146374417,26.21261806
,2284,7.267854212,2.458131356,3.046558643,2.399107667,1.86936113,6.751551082,6.497636415,1.0225875,1.153228344,26.72325678
,2285,6.115156091,3.262712542,4.0068495,3.488143667,2.739549826,6.675096286,5.836084171,1.5056175,1.32385135,30.97857956
,2286,6.658106212,2.482816186,3.787997929,5.205151167,2.087519565,6.333099347,6.005893805,1.284246,1.517052454,23.99985022
