True Value,No.,Si,Ti,Al,Cr,Fe,Ca,Mg,Mn,Na,H2O (ppm)*,Predict_SVC,pro_SVC,predict_pro_SVC
0,2008,8.060606061,1.0169491529999999,2.30952381,1.0,3.826086957,6.653061224,6.195121951,2.0,0.6748466259999999,46.80838026,1.0,0.9339207840891025,1
0,2009,7.757575758,1.0169491529999999,2.30952381,0.666666667,3.47826087,7.020408163,6.43902439,2.5,0.6748466259999999,43.91476078,-100.0,0.5913058385679982,1
0,2010,8.515151515,1.1864406779999999,1.5,0.166666667,7.826086957,5.714285714,5.341463415,6.5,1.288343558,25.53176642,-100.0,0.4730279977074089,-100
0,2011,7.0606060610000005,1.355932203,3.380952381,0.166666667,7.0,6.1836734689999995,4.804878049,3.5,0.9815950920000001,73.53180726,1.0,0.9082025148853263,1
0,2012,6.393939393999999,1.1864406779999999,3.69047619,4.333333333,2.260869565,7.408163265,5.9024390239999995,1.5,0.6748466259999999,82.55309154,1.0,0.8748547573878791,1
0,2013,8.181818182,0.762711864,2.214285714,2.833333333,1.3043478259999999,7.551020407999999,6.292682927,1.5,0.49079754600000003,68.76584576,1.0,0.9862194217824914,1
0,2014,7.818181817999999,1.1864406779999999,2.666666667,0.666666667,3.47826087,6.653061224,6.195121951,2.5,0.613496933,61.78711642,1.0,0.8998456118127656,1
0,2015,5.484848485,2.033898305,4.928571429,2.0,3.739130435,7.306122449,4.756097561,1.5,0.920245399,63.48924552,-100.0,0.6168947134492438,1
0,2016,6.727272727000001,1.1864406779999999,3.5,4.5,1.8260869569999998,7.857142857,5.3170731710000005,1.5,0.6748466259999999,77.78713004,1.0,0.9680556442223814,1
0,2017,6.090909091,1.694915254,4.119047619,1.333333333,4.173913043,7.428571429,4.9268292680000005,1.5,0.9815950920000001,83.74458192,-100.0,0.7548704449604743,1
0,2018,5.96969697,1.440677966,4.071428571,3.333333333,2.826086957,7.897959183999999,5.268292683,1.5,0.36809816,85.44671102,-100.0,0.7536762239074117,1
0,2019,5.909090909,1.440677966,4.928571429,1.6666666669999999,2.739130435,7.775510204,4.512195122,1.5,0.6748466259999999,16.51048214,-100.0,0.3514328861365192,-100
0,2020,5.818181817999999,1.86440678,4.333333333,1.166666667,6.608695652000001,6.775510204,4.341463415,3.0,0.9815950920000001,9.02111406,-100.0,0.10980759470827035,-100
0,2021,5.9393939389999995,1.6101694919999998,4.80952381,3.333333333,4.695652174,7.428571429,3.43902439,2.0,0.920245399,14.80835303,-100.0,0.35067750149350146,-100
0,2022,6.696969697,1.0169491529999999,4.095238095,1.166666667,2.869565217,7.612244897999999,4.975609756,2.5,0.7975460120000001,12.42537228,-100.0,0.13213003093094794,-100
0,2023,6.484848485,0.93220339,3.857142857,1.0,3.5652173910000005,7.530612245,5.4878048779999995,2.5,0.552147239,12.7657981,-100.0,0.22841872096586863,-100
0,2024,6.3636363639999995,1.1864406779999999,4.166666667,0.5,6.47826087,7.06122449,3.9756097560000003,3.5,0.552147239,10.89345608,-100.0,0.042424721977284856,-100
0,2025,5.0,1.6101694919999998,5.880952381,2.833333333,3.086956522,7.755102041000001,3.9512195119999998,2.5,0.552147239,20.25516618,-100.0,0.17017712372123006,-100
0,2026,3.666666667,2.457627119,7.142857143,3.0,4.391304348,7.693877551,3.0243902439999997,2.0,0.49079754600000003,19.91474035,-100.0,0.3635852226771408,-100
0,2027,7.0,0.847457627,3.5,0.333333333,4.391304348,7.081632653,5.5121951220000005,1.0,0.613496933,115.7446091,1.0,0.9911947462574755,1
0,2028,5.909090909,1.101694915,4.476190476,0.166666667,5.173913043,7.12244898,5.195121951,1.0,0.429447853,94.4679953,-100.0,0.5207995956290482,1
0,2029,6.7878787879999996,0.847457627,3.452380952,0.166666667,4.826086957,7.06122449,5.756097561,1.0,0.613496933,99.40416970000001,1.0,0.8573789898679287,1
0,2030,7.666666667,0.508474576,3.023809524,0.333333333,5.173913043,6.387755102000001,5.731707317000001,1.5,0.552147239,103.1488537,1.0,0.9744764386838103,1
0,2031,6.848484847999999,0.93220339,3.476190476,0.166666667,4.7826086960000005,6.734693878,6.024390244,1.5,0.552147239,96.34033732,-100.0,0.7201546141750932,1
0,2032,6.848484847999999,0.847457627,3.523809524,0.166666667,5.043478261000001,6.775510204,5.829268292999999,1.5,0.36809816,95.48927276,-100.0,0.7147515645736171,1
0,2033,8.151515152,0.254237288,1.6666666669999999,2.666666667,2.217391304,6.306122449,8.56097561,0.5,0.552147239,48.17008354,1.0,0.8462529443823581,1
0,2034,8.787878787999999,0.169491525,1.619047619,2.333333333,1.782608696,6.1836734689999995,8.146341462999999,0.5,0.306748466,55.48923872,1.0,0.9804551006599777,1
0,2035,8.515151515,0.169491525,1.642857143,2.166666667,1.52173913,6.346938776,8.487804878,1.0,0.36809816,58.21264528,1.0,0.8938306734394635,1
0,2036,8.424242424,0.169491525,1.5,2.0,1.869565217,6.224489796,8.829268293,0.5,0.36809816,76.42542674,1.0,0.8651453316283166,1
0,2037,8.121212121000001,0.169491525,1.80952381,2.666666667,1.608695652,6.469387755,8.56097561,0.5,0.36809816,62.46796806,1.0,0.8726652901981375,1
0,2038,7.606060606000001,0.5932203389999999,2.5238095240000002,0.666666667,3.826086957,6.591836735,7.073170732,1.0,0.49079754600000003,119.4892932,1.0,0.9940366911156382,1
0,2039,5.181818182,1.271186441,5.2619047619999995,0.333333333,5.260869565,7.265306122,4.756097561,0.5,0.7975460120000001,106.55311200000001,1.0,0.8499628128662788,1
0,2040,7.484848485,0.6779661020000001,2.6190476190000003,0.333333333,3.913043478,6.7959183670000005,6.804878049,1.0,0.36809816,93.27650492,-100.0,0.7585710887818116,1
0,2041,6.424242424,0.762711864,3.785714286,0.333333333,4.652173913,7.285714286,5.707317073,0.5,0.306748466,95.31905984,-100.0,0.6824867011285549,1
0,2042,7.606060606000001,0.5932203389999999,2.5238095240000002,0.666666667,3.826086957,6.591836735,7.073170732,1.0,0.49079754600000003,86.8084143,-100.0,0.711753686450281,1
0,2043,6.272727272999999,1.6101694919999998,4.2619047619999995,0.166666667,6.391304347999999,6.020408163,5.219512195,2.5,0.613496933,82.72330444,-100.0,0.4790191934172061,-100
0,2044,7.2121212120000004,0.762711864,3.428571429,0.333333333,4.608695652,6.775510204,5.585365854,1.5,0.613496933,107.0637507,1.0,0.9776200637629562,1
0,2045,6.818181817999999,1.0169491529999999,4.0,0.166666667,5.0,6.5102040820000004,5.3170731710000005,1.5,0.613496933,122.0424868,1.0,0.984614970000264,1
0,2046,5.454545455,1.1864406779999999,5.380952381,0.666666667,5.173913043,7.163265306,4.2926829269999995,1.5,0.736196319,109.27651850000001,1.0,0.9415256777988016,1
0,2047,5.303030303,1.271186441,5.0476190480000005,0.666666667,5.347826087,7.040816327000001,5.0731707319999995,1.5,0.613496933,110.46800890000002,1.0,0.8767862456722783,1
0,2048,5.606060606000001,1.355932203,5.166666667,0.333333333,5.47826087,6.959183672999999,4.463414633999999,1.5,0.552147239,133.27653899999999,1.0,0.9201173180843106,1
0,2049,6.575757576,0.847457627,4.023809524,0.166666667,5.2173913039999995,6.632653061,5.4878048779999995,1.5,0.736196319,101.27651170000001,1.0,0.8592681924176219,1
0,2050,5.96969697,1.0169491529999999,4.380952381,0.333333333,5.2173913039999995,7.020408163,5.341463415,1.0,0.49079754600000003,123.744616,1.0,0.9676674759943503,1
0,2051,7.848484847999999,0.423728814,2.595238095,0.666666667,4.347826087,5.897959183999999,7.219512195,2.0,0.24539877300000001,56.17009036,-100.0,0.7215751099138848,1
0,2052,8.636363636,0.254237288,1.6666666669999999,1.0,1.913043478,6.653061224,7.87804878,1.0,0.24539877300000001,41.36156712,1.0,0.8238411632431956,1
0,2053,6.96969697,0.5932203389999999,2.976190476,1.6666666669999999,3.47826087,7.081632653,6.780487805,1.0,0.49079754600000003,88.85096924,-100.0,0.6350253809548918,1
0,2054,8.363636364,0.254237288,1.785714286,2.0,1.565217391,6.775510204,7.926829268,0.5,0.613496933,74.38287182,1.0,0.9474430839670047,1
0,2055,8.393939394,0.254237288,1.69047619,0.833333333,2.0,6.693877551,8.195121951,0.5,0.36809816,65.36158754,1.0,0.88224060611324,1
0,2056,7.818181817999999,0.847457627,2.238095238,0.666666667,7.086956522,5.448979592000001,6.463414633999999,3.0,0.36809816,26.04240514,1.0,0.8860757892766313,1
0,2057,7.96969697,0.6779661020000001,1.857142857,0.833333333,6.434782609,5.87755102,6.707317073,3.5,0.429447853,17.19133378,-100.0,0.7431946722183682,1
0,2058,8.363636364,0.508474576,1.8333333330000001,0.5,7.304347826,4.469387755,7.414634146,4.0,0.6748466259999999,23.8296373,1.0,0.8028787896105454,1
0,2059,7.818181817999999,0.847457627,2.238095238,0.666666667,7.086956522,5.448979592000001,6.463414633999999,3.0,0.36809816,26.04240514,1.0,0.8860757892766313,1
0,2060,7.96969697,0.6779661020000001,1.857142857,0.833333333,6.434782609,5.87755102,6.707317073,3.5,0.429447853,17.19133378,-100.0,0.7431946722183682,1
0,2061,8.333333332999999,0.508474576,1.8333333330000001,0.5,7.304347826,4.469387755,7.390243902000001,4.0,0.6748466259999999,23.8296373,1.0,0.8003527752266161,1
0,2062,8.090909091,0.93220339,1.976190476,0.666666667,7.47826087,4.714285714,6.9024390239999995,4.0,0.7975460120000001,23.31899856,1.0,0.8238685544070785,1
0,2063,7.818181817999999,0.6779661020000001,2.0238095240000002,0.833333333,6.043478261000001,5.1428571430000005,7.853658537,2.5,0.36809816,10.21260444,1.0,0.8863327164641217,1
0,2064,7.666666667,0.93220339,2.285714286,0.833333333,6.173913043,5.081632653,7.365853659,4.5,0.613496933,9.872178614,-100.0,0.4745182524012488,-100
0,2065,7.848484847999999,1.0169491529999999,2.0,0.5,8.869565217,4.591836735,6.536585366000001,4.5,0.858895706,24.68070186,1.0,0.8076950849666809,1
0,2066,8.03030303,0.6779661020000001,1.928571429,0.666666667,5.695652174,5.306122449,7.585365854,3.5,0.36809816,16.17005631,-100.0,0.762787708980422,1
0,2067,7.696969697,0.93220339,1.904761905,0.5,8.47826087,4.326530612,7.536585366000001,3.5,0.858895706,18.55303707,1.0,0.8738754708461994,1
0,2068,8.090909091,0.508474576,2.095238095,0.833333333,5.695652174,4.979591837,7.731707317000001,3.5,0.552147239,21.27644364,-100.0,0.7342168410437865,1
0,2069,7.96969697,0.6779661020000001,1.904761905,0.666666667,5.391304347999999,5.693877551,7.4878048779999995,3.0,0.36809816,32.17006994,-100.0,0.7006730629519468,1
0,2070,7.909090909,0.93220339,1.928571429,0.333333333,8.695652174,4.673469388,6.658536585,5.0,0.552147239,24.68070186,-100.0,0.6920771985126593,1
0,2071,7.7878787879999996,0.5932203389999999,2.0,0.833333333,5.869565217000001,5.244897958999999,7.829268292999999,3.5,0.552147239,9.02111406,-100.0,0.7255708053438318,1
0,2072,8.333333332999999,0.5932203389999999,1.547619048,0.666666667,5.869565217000001,4.897959183999999,8.097560976,4.5,0.49079754600000003,10.21260444,-100.0,0.6820455138234255,1
0,2073,8.03030303,0.5932203389999999,1.857142857,0.5,5.608695652000001,5.367346939,7.658536585,3.5,0.6748466259999999,16.34026923,-100.0,0.7113618747942086,1
0,2074,7.7878787879999996,0.6779661020000001,1.952380952,0.833333333,5.826086957,5.265306122,7.829268292999999,3.5,0.613496933,20.595592,-100.0,0.7495419168618701,1
0,2075,8.303030303,0.762711864,1.571428571,0.5,7.956521738999999,4.612244898,7.195121951,4.0,0.36809816,5.1062171119999995,-100.0,0.5814813121873861,1
0,2076,7.696969697,0.762711864,1.952380952,0.666666667,6.2173913039999995,5.775510204,7.195121951,2.5,0.49079754600000003,4.9360042,-100.0,0.7494014930452604,1
0,2077,7.757575758,0.847457627,2.142857143,0.666666667,8.47826087,4.653061224,6.707317073,4.5,0.7975460120000001,2.042384716,-100.0,0.21549973467944752,-100
0,2078,7.9393939389999995,0.93220339,1.928571429,0.666666667,8.652173913,4.571428571,6.609756097999999,5.0,0.6748466259999999,6.97855913,-100.0,0.27439805479526974,-100
0,2079,6.272727272999999,1.440677966,3.785714286,0.166666667,7.47826087,6.428571429,4.804878049,3.5,1.104294479,51.40412886,-100.0,0.49118977677402476,-100
0,2080,6.181818182000001,1.5254237290000001,3.642857143,0.0,7.47826087,6.326530612000001,5.243902439,4.0,1.042944785,38.46794764,-100.0,0.20789761359502978,-100
0,2081,6.696969697,1.271186441,3.333333333,0.0,8.043478261,5.632653061,5.463414633999999,4.0,1.104294479,35.40411524,-100.0,0.49225135459788927,-100
0,2082,6.484848485,1.440677966,3.547619048,0.0,7.826086957,5.93877551,5.243902439,3.5,0.920245399,32.34028284,-100.0,0.55786212628107,1
0,2083,6.272727272999999,1.440677966,3.928571429,0.0,8.130434783,5.714285714,5.170731707,3.0,0.7975460120000001,17.19133378,-100.0,0.41527233925642193,-100
0,2084,7.151515152000001,1.1864406779999999,2.4285714290000002,0.0,7.260869565,6.2040816329999995,6.12195122,3.5,0.36809816,36.93603144,-100.0,0.51835741305225,1
0,2085,6.3636363639999995,1.271186441,3.238095238,0.166666667,7.52173913,6.367346939,5.609756097999999,3.5,0.9815950920000001,38.97858636,-100.0,0.3083885901759899,-100
0,2086,6.9393939389999995,1.101694915,2.642857143,0.0,7.391304347999999,6.12244898,6.073170732,4.0,0.9815950920000001,28.93602462,-100.0,0.43508742253676297,-100
0,2087,3.96969697,5.677966102,5.785714286,0.166666667,5.739130435,7.530612245,2.4634146340000003,2.0,2.26993865,13.27643683,-100.0,0.577021960238901,1
0,2088,3.515151515,5.762711864,6.357142857,0.166666667,6.086956522,7.653061224,1.8536585369999998,2.5,2.515337423,15.999843400000001,-100.0,0.5345227563509952,1
0,2089,2.757575758,5.93220339,7.261904762,0.666666667,6.173913043,7.244897958999999,1.951219512,2.0,2.26993865,19.57431453,1.0,0.8686692045667402,1
0,2090,3.666666667,5.084745763,6.357142857,0.333333333,6.304347826,7.448979592000001,2.12195122,2.0,2.3926380369999998,22.1275082,1.0,0.8520228892617645,1
0,2091,2.424242424,5.169491525,7.523809524,0.166666667,5.565217391,7.387755102000001,2.87804878,1.5,2.45398773,28.5955988,1.0,0.8076240891254777,1
0,2092,2.666666667,6.355932202999999,7.095238095,0.0,6.0,7.591836735,1.87804878,2.0,2.63803681,11.06366899,-100.0,0.38713698747201225,-100
0,2093,2.8181818180000002,6.440677966,6.857142857,0.166666667,5.826086957,7.755102041000001,2.024390244,1.5,2.024539877,0.0,-100.0,0.10331660103442468,-100
0,2094,2.121212121,7.033898305,7.5,0.333333333,5.043478261000001,8.163265306,1.8292682930000002,1.0,1.7177914109999999,0.0,-100.0,0.3482812448288821,-100
0,2095,3.3030303030000003,5.762711864,6.761904762,0.333333333,5.347826087,7.469387755,2.243902439,1.5,2.26993865,4.76579129,-100.0,0.12401277265228673,-100
0,2096,4.03030303,5.677966102,5.714285714,0.166666667,4.608695652,7.8163265310000005,2.829268293,2.0,2.26993865,4.425365468,-100.0,0.1343670314772746,-100
0,2097,4.090909091,5.3389830510000005,5.595238095,1.333333333,4.130434783,7.612244897999999,3.487804878,1.5,1.6564417180000002,3.063662182,-100.0,0.5142263177222895,1
0,2098,4.090909091,5.4237288139999995,5.666666667,0.5,5.434782609,7.0,3.341463415,1.5,2.208588957,18.21261124,1.0,0.920086243732472,1
0,2099,4.03030303,5.847457627000001,5.523809524,0.166666667,5.130434783,7.530612245,3.097560976,1.5,2.024539877,7.489197863999999,-100.0,0.51267089615628,1
0,2100,4.0606060610000005,5.677966102,5.69047619,0.166666667,5.173913043,7.408163265,3.0243902439999997,1.5,2.085889571,15.65941758,1.0,0.8628986513297439,1
0,2101,2.515151515,7.711864407,6.714285714,0.166666667,4.869565217,8.102040816,2.146341463,2.0,1.7177914109999999,10.72324317,1.0,0.8705580941315514,1
0,2102,2.757575758,7.457627119,6.285714286,0.0,4.608695652,8.224489796,2.7317073169999997,1.5,1.472392638,8.85090115,1.0,0.9102893369428283,1
0,2103,3.96969697,5.677966102,5.785714286,0.166666667,5.739130435,7.530612245,2.4634146340000003,2.0,2.26993865,62.80839388,1.0,0.9505833948196599,1
0,2104,3.515151515,5.762711864,6.357142857,0.166666667,6.086956522,7.653061224,1.8536585369999998,2.5,2.515337423,65.70201336,1.0,0.9385720149531495,1
0,2105,2.757575758,5.93220339,7.261904762,0.666666667,6.173913043,7.244897958999999,1.951219512,2.0,2.26993865,70.80840068,1.0,0.8682535028606221,1
0,2106,3.666666667,5.084745763,6.357142857,0.333333333,6.304347826,7.448979592000001,2.12195122,2.0,2.3926380369999998,65.53180046,1.0,0.9380830089348284,1
0,2107,2.424242424,5.169491525,7.523809524,0.166666667,5.565217391,7.387755102000001,2.87804878,1.5,2.45398773,60.76583894,-100.0,0.21903900848928354,-100
0,2108,2.666666667,6.355932202999999,7.095238095,0.0,6.0,7.591836735,1.87804878,2.0,2.63803681,42.89348332,1.0,0.8717956476037944,1
0,2109,2.8181818180000002,6.440677966,6.857142857,0.166666667,5.826086957,7.755102041000001,2.024390244,1.5,2.024539877,50.38285138,1.0,0.8445174560271047,1
0,2110,2.121212121,7.033898305,7.5,0.333333333,5.043478261000001,8.163265306,1.8292682930000002,1.0,1.7177914109999999,45.7871028,1.0,0.795575202889177,1
0,2111,3.3030303030000003,5.762711864,6.761904762,0.333333333,5.347826087,7.469387755,2.243902439,1.5,2.26993865,61.4466906,1.0,0.9102215674527684,1
0,2112,4.03030303,5.677966102,5.714285714,0.166666667,4.608695652,7.8163265310000005,2.829268293,2.0,2.26993865,61.10626478,1.0,0.879257641816006,1
0,2113,4.090909091,5.3389830510000005,5.595238095,1.333333333,4.130434783,7.612244897999999,3.487804878,1.5,1.6564417180000002,57.87221946,1.0,0.8261685014777822,1
0,2114,4.090909091,5.4237288139999995,5.666666667,0.5,5.434782609,7.0,3.341463415,1.5,2.208588957,39.99986382,1.0,0.9468438408117124,1
0,2115,4.03030303,5.847457627000001,5.523809524,0.166666667,5.130434783,7.530612245,3.097560976,1.5,2.024539877,34.38283778,1.0,0.9603188736675609,1
0,2116,4.0606060610000005,5.677966102,5.69047619,0.166666667,5.173913043,7.408163265,3.0243902439999997,1.5,2.085889571,43.91476078,1.0,0.9288518184192476,1
0,2117,2.515151515,7.711864407,6.714285714,0.166666667,4.869565217,8.102040816,2.146341463,2.0,1.7177914109999999,41.70199294,1.0,0.8164856686326659,1
0,2118,2.757575758,7.457627119,6.285714286,0.0,4.608695652,8.224489796,2.7317073169999997,1.5,1.472392638,41.36156712,-100.0,0.7653413215846523,1
0,2119,7.0606060610000005,0.508474576,2.976190476,0.833333333,5.739130435,5.591836735,7.292682927,2.5,0.429447853,28.76581172,-100.0,0.552617823709669,1
0,2120,8.0,0.423728814,2.0,0.166666667,7.608695652000001,4.387755102,7.804878049,4.0,0.49079754600000003,28.4253859,-100.0,0.6812293263622717,1
0,2121,7.6363636360000005,0.762711864,2.0714285709999998,0.166666667,7.304347826,6.1836734689999995,6.024390244,5.5,0.613496933,122.7233385,1.0,0.9700172185698657,1
0,2122,7.515151515,0.847457627,2.5238095240000002,0.0,8.043478261,5.87755102,5.43902439,5.5,0.736196319,71.99989106,-100.0,0.7012627351316914,1
0,2123,8.575757576,0.6779661020000001,2.261904762,0.166666667,7.739130435,5.204081633,5.268292683,4.0,0.613496933,36.76581852,1.0,0.9632167358622045,1
0,2124,7.606060606000001,0.5932203389999999,2.238095238,0.166666667,6.956521738999999,5.979591837,6.365853659,5.0,0.7975460120000001,32.85092158,-100.0,0.23902977247588503,-100
0,2125,7.696969697,0.847457627,2.30952381,0.166666667,7.391304347999999,6.224489796,5.2926829269999995,6.5,0.736196319,42.5530575,-100.0,0.1835569004813267,-100
0,2126,7.03030303,0.762711864,2.761904762,0.166666667,7.956521738999999,5.428571429,6.536585366000001,4.0,0.49079754600000003,58.21264528,-100.0,0.3318403648812785,-100
0,2127,8.727272727,0.5932203389999999,1.619047619,0.166666667,7.565217391,5.8163265310000005,5.365853659,6.5,0.429447853,78.9786204,1.0,0.9410984803184779,1
0,2128,8.060606061,0.847457627,1.80952381,1.6666666669999999,7.0,5.734693878,6.0975609760000005,2.5,1.104294479,15.14877885,1.0,0.8630178618172087,1
0,2129,7.909090909,0.93220339,1.904761905,2.333333333,7.52173913,5.693877551,5.756097561,2.5,1.288343558,11.91473354,-100.0,0.7824696757714953,1
0,2130,7.818181817999999,0.847457627,1.952380952,1.6666666669999999,7.173913043,5.632653061,6.268292682999999,3.0,1.104294479,15.82963049,1.0,0.8129233448117766,1
0,2131,8.03030303,0.6779661020000001,1.738095238,1.333333333,5.434782609,6.142857143,6.853658537,2.0,0.9815950920000001,7.489197863999999,-100.0,0.7670550816957336,1
0,2132,8.454545455,0.254237288,1.380952381,3.166666667,2.913043478,6.673469387999999,7.3170731710000005,1.5,1.042944785,36.4253927,1.0,0.9447477962935448,1
0,2133,7.818181817999999,0.762711864,2.547619048,0.5,7.260869565,5.591836735,5.56097561,3.0,1.472392638,49.021148100000005,1.0,0.9816944066811986,1
0,2134,8.454545455,0.423728814,1.547619048,1.333333333,4.0,6.571428571,6.87804878,2.0,1.104294479,13.27643683,1.0,0.8106252915282877,1
0,2135,8.03030303,0.508474576,2.0,1.5,4.739130435,6.285714286,6.609756097999999,2.5,1.226993865,14.2977143,-100.0,0.6861741907345115,1
